0	271956	3746
1	365055	3220
2	340186	2624
3	176563	2382
4	179076	2378
5	179072	2332
6	178981	2222
7	330117	2208
8	365057	2202
9	311070	2086
10	294792	2072
11	230022	1894
12	177885	1846
13	288393	1726
14	909449	1712
15	233669	1676
16	909432	1648
17	338157	1624
18	622009	1504
19	183674	1496
20	687380	1460
21	365491	1434
22	939672	1434
23	258214	1424
24	272711	1408
25	295046	1398
26	269822	1394
27	234022	1394
28	293131	1378
29	310861	1302
30	269381	1292
31	273155	1288
32	292950	1286
33	230209	1280
34	622043	1244
35	270278	1240
36	453605	1230
37	311072	1216
38	272994	1206
39	340286	1206
40	269931	1204
41	683358	1194
42	364215	1182
43	353258	1168
44	179086	1158
45	311071	1150
46	200239	1144
47	429151	1142
48	233670	1140
49	269920	1140
50	365775	1096
51	197627	1094
52	328852	1074
53	185240	1068
54	232612	1058
55	621887	1040
56	272815	1020
57	293060	1008
58	271165	1008
59	909438	1004
60	531442	998
61	199767	994
62	531307	982
63	375666	980
64	230524	974
65	365056	970
66	272324	970
67	272679	968
68	293059	962
69	271793	950
70	424111	938
71	176783	932
72	1234222	914
73	327714	912
74	938990	902
75	523020	902
76	292434	896
77	198242	876
78	862097	856
79	184668	852
80	193455	848
81	199005	844
82	230221	836
83	924422	836
84	232126	832
85	186819	828
86	272710	824
87	924664	822
88	273687	816
89	294760	814
90	178469	810
91	337865	810
92	178869	808
93	215272	804
94	195615	798
95	474847	798
96	618298	788
97	224807	786
98	188323	786
99	909398	782
100	269582	780
101	379531	776
102	292723	768
103	270172	766
104	910883	756
105	1079578	754
106	269670	750
107	365058	748
108	272666	746
109	366388	742
110	198862	742
111	293310	742
112	293683	740
113	273139	740
114	530064	740
115	310068	738
116	198469	724
117	215820	722
118	687137	720
119	531348	718
120	292830	716
121	192137	708
122	292561	704
123	215199	702
124	269703	700
125	305033	700
126	198751	700
127	901908	694
128	233606	692
129	1119624	686
130	467189	684
131	198468	680
132	233553	674
133	253876	674
134	275860	674
135	270382	664
136	194584	662
137	292806	658
138	187127	656
139	193832	656
140	431173	654
141	284450	652
142	230680	652
143	198645	638
144	310985	638
145	199498	636
146	902313	634
147	285399	634
148	292593	632
149	269890	632
150	1225547	630
151	536773	622
152	353344	618
153	375720	616
154	273715	616
155	177627	614
156	215160	614
157	294469	612
158	375900	612
159	385814	608
160	230031	604
161	835962	604
162	232409	602
163	376092	594
164	293309	594
165	189541	592
166	909463	592
167	523115	590
168	296336	588
169	293155	588
170	189881	584
171	180250	582
172	848492	582
173	190053	578
174	294008	578
175	304583	578
176	507841	578
177	232112	574
178	178999	574
179	273151	574
180	488976	568
181	194220	568
182	375898	568
183	474702	564
184	230855	564
185	342652	562
186	253899	560
187	365198	558
188	385975	558
189	233496	556
190	183251	550
191	847375	550
192	310854	550
193	294851	550
194	287951	546
195	380662	544
196	385957	544
197	618203	542
198	269785	542
199	924430	540
200	338107	540
201	184342	538
202	343123	536
203	269960	536
204	329968	536
205	195242	534
206	293663	532
207	187932	526
208	272620	526
209	943800	526
210	279896	524
211	952594	522
212	376147	522
213	326684	520
214	531340	520
215	178365	520
216	304829	520
217	612303	512
218	281690	512
219	273281	510
220	527343	508
221	295459	506
222	225121	506
223	270170	504
224	199324	500
225	522510	498
226	214459	498
227	287662	496
228	909480	496
229	672196	496
230	1120502	496
231	187930	494
232	938959	494
233	365527	492
234	302848	492
235	272669	490
236	1471316	490
237	909434	490
238	200631	490
239	311851	490
240	281810	488
241	431383	488
242	470311	488
243	229989	488
244	225108	486
245	310999	486
246	199733	486
247	199446	486
248	273152	484
249	196682	484
250	304699	482
251	353240	482
252	185436	480
253	197597	480
254	193833	478
255	568967	476
256	189066	472
257	437436	472
258	226267	470
259	183132	468
260	340540	468
261	281839	464
262	466427	462
263	847386	462
264	324954	462
265	474831	460
266	374533	460
267	909442	460
268	197548	460
269	963430	458
270	339862	458
271	338008	458
272	294455	456
273	310087	454
274	442117	454
275	273280	454
276	232737	454
277	1217153	454
278	338016	452
279	183356	448
280	427714	448
281	472349	448
282	233516	444
283	388338	444
284	199997	444
285	273249	444
286	271886	442
287	285374	442
288	271396	442
289	437655	442
290	379534	442
291	293312	440
292	371684	438
293	1228487	438
294	178178	436
295	353255	434
296	198000	434
297	528993	434
298	196619	434
299	233605	434
300	295608	434
301	269750	432
302	215083	432
303	232622	432
304	184648	430
305	185896	428
306	437434	428
307	269729	426
308	272325	426
309	352362	426
310	1217154	424
311	1119024	424
312	199805	422
313	215111	422
314	569353	422
315	294850	422
316	302691	420
317	466841	420
318	522558	420
319	496695	418
320	310069	418
321	372178	416
322	234162	416
323	229942	416
324	311079	416
325	197659	414
326	195038	412
327	902293	412
328	428513	410
329	178155	410
330	272640	410
331	229515	408
332	196343	408
333	196970	406
334	485477	406
335	431218	406
336	214918	404
337	187198	404
338	325326	404
339	272997	404
340	522468	404
341	375899	404
342	200536	402
343	270729	400
344	310683	400
345	474848	400
346	310823	400
347	530944	398
348	909474	396
349	187379	396
350	269428	396
351	304883	396
352	269728	396
353	269157	394
354	288692	394
355	227439	394
356	187929	394
357	215787	394
358	178032	394
359	272007	394
360	536826	394
361	286951	394
362	551891	394
363	388031	392
364	522472	392
365	230581	392
366	272668	390
367	363731	390
368	1120569	390
369	310880	390
370	528057	390
371	1125378	390
372	873155	390
373	292896	388
374	232536	388
375	474240	388
376	338001	388
377	693053	388
378	295108	388
379	484702	386
380	577273	384
381	530341	384
382	908520	384
383	310554	384
384	294190	384
385	902903	382
386	230601	382
387	271766	382
388	188480	382
389	353280	382
390	190393	382
391	364076	380
392	185118	380
393	924719	380
394	269201	380
395	1420385	380
396	273717	380
397	338060	378
398	294303	378
399	186321	378
400	1122852	378
401	179064	376
402	364638	376
403	938986	374
404	522533	374
405	644474	372
406	215205	372
407	294302	372
408	188516	370
409	273143	370
410	272090	370
411	176446	370
412	522595	370
413	269828	370
414	938972	370
415	229655	368
416	196300	368
417	189346	368
418	198013	368
419	353247	368
420	340960	368
421	184353	366
422	592237	366
423	604779	366
424	286964	366
425	380216	364
426	287950	364
427	185934	362
428	375848	362
429	269748	362
430	272125	362
431	339421	362
432	946116	362
433	924653	362
434	946134	360
435	353302	360
436	188566	358
437	474733	358
438	288329	358
439	909402	358
440	342567	358
441	929184	358
442	190613	356
443	189884	356
444	375797	356
445	273269	356
446	192321	354
447	896000	354
448	302289	354
449	271816	354
450	902887	354
451	522899	354
452	272824	354
453	310824	354
454	195696	354
455	190464	352
456	269844	352
457	846798	352
458	270730	350
459	185571	350
460	190166	350
461	192456	350
462	177554	350
463	353390	350
464	339595	350
465	270481	348
466	450990	348
467	273138	348
468	239275	346
469	195905	346
470	946360	344
471	232644	344
472	293952	344
473	190122	342
474	185109	342
475	382045	342
476	198861	342
477	522518	342
478	310740	342
479	531158	342
480	273497	340
481	229902	340
482	188776	340
483	364078	340
484	1092442	340
485	431299	340
486	294855	338
487	186087	338
488	337845	338
489	184526	338
490	386745	338
491	338121	338
492	232043	338
493	239569	336
494	294526	336
495	536885	336
496	531242	336
497	273147	336
498	233614	336
499	424090	336
500	271728	334
501	227158	334
502	311761	334
503	179034	334
504	952598	334
505	522609	332
506	1012659	332
507	270429	330
508	186048	330
509	310987	330
510	528968	330
511	946155	330
512	485415	328
513	187455	328
514	198693	328
515	610333	328
516	178080	326
517	229517	326
518	284290	326
519	199902	326
520	621759	326
521	870717	326
522	192457	324
523	480135	324
524	641060	324
525	232256	322
526	248989	322
527	227479	322
528	294083	322
529	269919	322
530	374726	322
531	851429	322
532	279993	320
533	272093	320
534	363832	320
535	353144	318
536	283680	318
537	293311	318
538	945830	318
539	269395	318
540	844155	318
541	924791	318
542	909459	318
543	352492	316
544	177954	316
545	178454	316
546	293308	316
547	190227	316
548	194447	316
549	919053	316
550	337950	316
551	929374	316
552	178173	314
553	214972	314
554	337602	314
555	384457	314
556	952603	314
557	324481	314
558	269677	314
559	342666	312
560	215362	312
561	907175	312
562	337666	312
563	199087	312
564	644489	312
565	587298	310
566	437435	310
567	294763	310
568	1187082	310
569	324332	310
570	919531	310
571	198684	310
572	230143	308
573	230685	308
574	200337	308
575	853173	308
576	848117	308
577	287755	308
578	225953	306
579	340433	306
580	591249	306
581	478207	306
582	196039	306
583	188964	306
584	270688	306
585	197816	306
586	231996	306
587	343836	306
588	228355	304
589	177434	304
590	281546	304
591	193817	304
592	187119	304
593	197820	304
594	293426	304
595	817685	304
596	909452	304
597	272348	304
598	234290	302
599	215049	302
600	531408	302
601	179203	302
602	286914	302
603	310942	302
604	292802	302
605	215819	300
606	306312	300
607	225035	300
608	230241	300
609	294035	300
610	386651	300
611	303031	300
612	831249	300
613	191409	300
614	272315	300
615	199043	300
616	943795	300
617	592355	300
618	233625	298
619	304682	298
620	229995	298
621	924666	298
622	270781	298
623	272291	298
624	339884	298
625	353254	298
626	909446	296
627	352396	296
628	272154	296
629	235564	296
630	388108	296
631	310882	296
632	1120436	296
633	644478	294
634	327706	294
635	272667	294
636	230676	294
637	196919	294
638	272734	294
639	194774	294
640	523174	294
641	592731	294
642	851647	294
643	797926	294
644	292570	294
645	531388	294
646	260203	294
647	871377	294
648	194573	294
649	909437	294
650	295130	294
651	306280	292
652	328950	292
653	361018	292
654	1003950	292
655	190104	292
656	311124	292
657	272115	292
658	342990	292
659	273283	292
660	853115	292
661	534439	292
662	230444	290
663	179612	290
664	325208	290
665	523015	290
666	327069	290
667	367017	290
668	198638	290
669	272122	290
670	191751	288
671	232998	288
672	644550	288
673	232125	288
674	269393	288
675	198744	288
676	270054	288
677	198636	288
678	196451	288
679	338995	286
680	895452	286
681	231098	286
682	231151	286
683	683327	286
684	1398093	286
685	848129	286
686	895454	286
687	294858	286
688	272778	286
689	294703	284
690	214314	284
691	327724	284
692	271308	284
693	288394	284
694	188890	284
695	910924	284
696	506570	284
697	199578	284
698	576688	284
699	310107	284
700	474691	282
701	475008	282
702	326926	282
703	282798	282
704	427693	282
705	375271	282
706	310783	282
707	215735	282
708	376099	282
709	272323	282
710	178664	282
711	272756	280
712	620820	280
713	938945	280
714	273149	280
715	376752	280
716	531439	280
717	909466	280
718	375668	280
719	943543	278
720	310598	278
721	180286	278
722	196591	278
723	587058	278
724	233394	278
725	909443	278
726	304992	278
727	1078520	278
728	843355	278
729	294034	278
730	1088728	276
731	353594	276
732	871218	276
733	1123613	276
734	428485	276
735	273140	276
736	961279	276
737	310508	276
738	568596	274
739	311069	274
740	215561	274
741	273296	274
742	851433	274
743	233549	274
744	283972	274
745	507828	274
746	909456	274
747	1228488	274
748	1409709	274
749	432921	272
750	309437	272
751	295990	272
752	870512	272
753	488702	272
754	233081	272
755	363448	272
756	592704	272
757	921424	272
758	868051	272
759	1022756	270
760	253897	270
761	215228	270
762	472568	270
763	610515	270
764	1460185	270
765	974351	270
766	304319	268
767	628433	268
768	179611	268
769	437572	268
770	583782	268
771	475853	268
772	388291	268
773	190459	268
774	375901	268
775	311767	266
776	215216	266
777	226151	266
778	191402	266
779	888045	266
780	233079	266
781	272696	266
782	843585	266
783	233653	266
784	286661	266
785	728788	266
786	622006	266
787	293659	266
788	306488	264
789	229511	264
790	1408253	264
791	189485	264
792	310927	264
793	353189	264
794	338102	264
795	293665	264
796	215009	262
797	228767	262
798	353301	262
799	347534	262
800	584160	262
801	207126	262
802	583903	262
803	310752	262
804	194915	262
805	197208	262
806	531396	262
807	273154	262
808	363857	262
809	385115	262
810	269351	260
811	185606	260
812	843356	260
813	909411	260
814	272829	260
815	269398	260
816	196585	260
817	353342	260
818	523190	260
819	192091	258
820	586969	258
821	187543	258
822	846721	258
823	410805	258
824	273663	258
825	364096	258
826	186250	258
827	442095	258
828	371909	258
829	353231	258
830	1129914	258
831	431169	258
832	1022663	256
833	176570	256
834	486783	256
835	382349	256
836	269394	256
837	442178	256
838	453580	256
839	1059728	256
840	282870	256
841	530065	256
842	870712	256
843	756188	256
844	429042	256
845	199283	256
846	199986	256
847	946248	256
848	230033	254
849	437256	254
850	230669	254
851	430433	254
852	233502	254
853	375349	254
854	902895	254
855	364175	254
856	938964	254
857	902520	254
858	871075	254
859	310728	254
860	853191	254
861	938957	254
862	199340	254
863	185545	252
864	382618	252
865	199838	252
866	231030	252
867	941233	252
868	902783	252
869	592728	252
870	283486	252
871	868342	252
872	946276	252
873	925919	252
874	273343	252
875	860162	252
876	940206	252
877	1430432	252
878	178705	250
879	232591	250
880	308154	250
881	595563	250
882	295305	250
883	286546	250
884	569369	250
885	375656	250
886	846479	250
887	228875	250
888	200208	250
889	484738	250
890	285015	250
891	178527	250
892	429420	250
893	924614	250
894	294717	250
895	947513	250
896	523122	248
897	924483	248
898	293782	248
899	352601	248
900	523060	248
901	196257	248
902	284067	248
903	309660	248
904	339535	248
905	558872	248
906	1363385	248
907	295609	248
908	310748	248
909	877349	246
910	294857	246
911	227702	246
912	233867	246
913	284579	246
914	644219	246
915	232493	246
916	214988	246
917	233581	246
918	198866	246
919	909430	246
920	273132	246
921	830686	246
922	1411105	246
923	226262	244
924	302413	244
925	288675	244
926	192298	244
927	338328	244
928	351079	244
929	363961	244
930	288949	244
931	283071	244
932	890449	244
933	424091	244
