0	1473	218
1	32291	218
2	37556	218
3	46529	218
4	82179	218
5	1811	218
6	105483	218
7	110713	218
8	165125	218
9	9764	218
10	17353	218
11	1082	218
12	142839	218
13	47712	218
14	15766	218
15	132649	218
16	83865	218
17	170929	218
18	65954	218
19	162391	218
20	136626	218
21	2526	218
22	13918	218
23	119645	218
24	153534	218
25	157419	218
26	110774	218
27	114806	218
28	90147	218
29	59309	218
30	117435	218
31	163661	218
32	107124	218
33	158634	218
34	28090	218
35	37846	216
36	11971	216
37	27664	216
38	16960	216
39	10923	216
40	24283	216
41	12311	216
42	65955	216
43	23922	216
44	26264	216
45	32109	216
46	1945	216
47	15848	216
48	36468	216
49	1895	216
50	159571	216
51	52411	216
52	57021	216
53	76224	216
54	35011	216
55	23502	216
56	8938	216
57	897	216
58	42706	216
59	83860	216
60	1932	216
61	57386	216
62	39270	216
63	65522	216
64	153106	216
65	100426	216
66	170974	216
67	93220	216
68	73365	216
69	133401	216
70	137606	216
71	160930	216
72	157638	216
73	118396	216
74	112907	216
75	164246	216
76	1862	214
77	15953	214
78	39378	214
79	37537	214
80	22524	214
81	15395	214
82	924	214
83	9426	214
84	99237	214
85	32283	214
86	10642	214
87	32242	214
88	23566	214
89	10565	214
90	45265	214
91	46801	214
92	38060	214
93	108042	214
94	3336	214
95	140575	214
96	37791	214
97	98338	214
98	75336	214
99	124874	214
100	46726	214
101	127188	214
102	12301	214
103	17325	214
104	79553	214
105	149265	214
106	170850	214
107	147130	214
108	150905	214
109	92131	214
110	140093	214
111	27347	212
112	3142	212
113	25	212
114	154377	212
115	2434	212
116	1004	212
117	1046	212
118	64761	212
119	15180	212
120	21500	212
121	21741	212
122	2514	212
123	14432	212
124	136627	212
125	16767	212
126	2688	212
127	9063	212
128	80258	212
129	13115	212
130	28742	212
131	20646	212
132	45349	212
133	63960	212
134	110670	212
135	40151	212
136	95301	212
137	67646	212
138	9463	212
139	54032	212
140	128764	212
141	9417	212
142	68144	212
143	39553	212
144	29801	212
145	19265	212
146	9432	212
147	167640	212
148	88009	212
149	79796	212
150	12913	212
151	79617	212
152	81054	212
153	103080	212
154	120018	212
155	13012	212
156	11873	212
157	75	212
158	150525	212
159	15379	210
160	27811	210
161	18436	210
162	1384	210
163	3241	210
164	54553	210
165	25394	210
166	2538	210
167	22052	210
168	1314	210
169	24038	210
170	16629	210
171	79447	210
172	75029	210
173	43575	210
174	11292	210
175	52956	210
176	47714	210
177	50842	210
178	127505	210
179	149175	210
180	3040	210
181	3082	210
182	13965	210
183	119226	210
184	56801	210
185	37517	210
186	34134	210
187	99409	210
188	139738	210
189	9499	210
190	125977	210
191	2031	210
192	3037	210
193	57497	210
194	161501	210
195	21549	210
196	10608	210
197	113332	210
198	168402	210
199	52601	210
200	100003	210
201	86495	210
202	60169	210
203	126679	210
204	122262	210
205	163663	210
206	144441	210
207	164239	210
208	169204	210
209	16967	208
210	5240	208
211	19051	208
212	18019	208
213	2915	208
214	1373	208
215	26470	208
216	32203	208
217	8117	208
218	80626	208
219	92164	208
220	17625	208
221	157668	208
222	32258	208
223	61628	208
224	46228	208
225	49438	208
226	11778	208
227	167584	208
228	29814	208
229	68088	208
230	16135	208
231	20266	208
232	68250	208
233	70194	208
234	19746	208
235	3180	208
236	161832	208
